title,speaker,speech,POLARITY,SENSITIVITY#enthusiasm,INTROSPECTION,INTROSPECTION#ecstasy,INTROSPECTION#rage,ATTITUDE#delight,INTROSPECTION#joy,TEMPER,INTROSPECTION#terror,SENSITIVITY,INTROSPECTION#contentment,INTROSPECTION#loathing,INTROSPECTION#dislike,ATTITUDE,TEMPER#serenity,INTROSPECTION#fear,SENSITIVITY#anger,SENSITIVITY#loathing,ATTITUDE#serenity,TEMPER#bliss,ATTITUDE#pleasantness,ATTITUDE#acceptance,ATTITUDE#loathing,INTROSPECTION#anxiety,SENSITIVITY#responsiveness,INTROSPECTION#disgust,ATTITUDE#rage,TEMPER#terror,TEMPER#fear,SENSITIVITY#sadness,SENSITIVITY#eagerness,SENSITIVITY#annoyance,TEMPER#calmness,SENSITIVITY#anxiety,SENSITIVITY#dislike,INTROSPECTION#sadness,SENSITIVITY#grief,SENSITIVITY#acceptance,ATTITUDE#anger
m39,PAMELA,And pocketed a fair amount of change while doing it.,0.34275,0.9695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m39,ABBOTT,I'm not a traitor. I've served my ountry.,-0.017500000000000016,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m39,PAMELA,'Why' would be enough for me.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m39,ABBOTT,I don't exactly know what to say -- I'm sorry.,0.10349999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.843,0.0,0.0,0.0,0.928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m39,PAMELA,I'd rather stand if it's all the same to you.,0.8765000000000001,0.948,0.0,0.856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m39,ABBOTT,Sit down.,-0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m39,PAMELA,I'm sorry Ward.,-0.6185,0.0,0.0,0.0,0.0,0.0,0.0,-0.608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m39,ABBOTT,Jesus... I Zorn... I have to call his family. Tell them...,0.837,0.864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m39,PAMELA,Don't know.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m39,ABBOTT,Moscow? What the Hell's he going to Moscow for?,-0.846,0.0,0.0,0.0,0.0,0.0,0.0,-0.846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m39,ABBOTT,No... It must have been Bourne.,-0.234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m39,PAMELA,Did he say anything to you?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m39,ABBOTT,Oh God... It must have been Bourne.,0.319,0.0,0.0,0.927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m39,PAMELA,They found Danny Zorn's body. Dead in the basement at the building where my people got hit the first time.,-0.4016,0.0,0.0,0.954,0.0,0.0,0.0,-0.853,0.0,0.0,0.0,-0.872,0.0,0.0,0.0,-0.565,0.0,0.0,0.0,0.0,0.0,0.0,-0.747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m39,ABBOTT,What?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m39,ABBOTT,I wasn't sleeping.  You OK?,0.702,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m39,PAMELA,Sorry to wake you.,-0.776,0.0,-0.923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m39,PAMELA,Well whatever he's doing I've had enough -- this is now a search and destroy mission.  I want the Berlin police fully briefed and --  -- get this out to all the agencies.,-0.09455555555555557,0.986,-0.4205,0.9219999999999999,0.0,0.0,0.0,0.0,0.0,-0.867,0.0,-0.9079999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m39,ABBOTT,It's hard to swallow.  The confusion -- the amnesia -- but he keeps on killing? It's more calculated than sick.  What about Nicky? She's the last one to see Bourne in Paris. She's the one he asks for. They disappear...,0.019555555555555548,0.9239999999999999,0.0,0.0,0.0,0.0,0.0,-0.291,-0.976,-0.329,0.0,0.0,0.0,0.0,0.0,-0.307,-0.54,0.0,0.0,0.0,0.659,0.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m39,PAMELA,So what's he doing? You believe him?,0.05399999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m39,ABBOTT,There are no answers. There's either Jason Bourne alive or Jason Bourne dead. And I for one would prefer the latter. And what about her?  You just send her out to this lunatic with no protection?,-0.045666666666666654,0.0,0.0,0.0,0.0,0.0,0.508,0.0,0.0,0.0,0.0,-0.851,0.0,-0.224,0.176,-0.565,0.0,0.0,0.0,0.0,0.621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m39,PAMELA,Don't you want answers?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m39,ABBOTT,My ass he does. You're playing with fire Pamela. Marshall said nail him to the wall. I don't know how you interpreted that but I don't think he meant repatriate him.,-0.15016666666666664,0.892,0.0,0.0,0.0,0.0,0.659,0.0,0.0,0.0,0.0,0.0,0.0,-0.908,0.0,0.0,0.0,-0.9684999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m39,PAMELA,Hold on -- he said he wants to come in.,-0.819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m39,ABBOTT,Call a Mayday into Berlin station. We need snipers DOD whatever they got. Snipers?,-0.3366,0.0,-0.937,0.0,0.0,0.0,0.0,-0.212,0.0,0.0,0.0,-0.945,0.0,0.0,0.227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m39,PAMELA,And you do? From the moment he left Treadstone he has killed and eluded every person that you sent to find him...,-0.0625,0.917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.219,-0.975,0.0,0.0,0.0,0.0,-0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m39,ABBOTT,You don't know what you're getting into here.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m39,PAMELA,I've already got a team there. I doubt Bourne's in Naples to settle down and raise a family.,0.12299999999999997,0.864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.838,0.0,0.0,0.568,0.0,0.0,0.0,0.329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m39,ABBOTT,Berlin!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m39,ABBOTT,So what's your theory?  Conklin's reaching out from the grave to protect his good name?  The man is dead.,0.07620000000000002,0.0,0.0,0.987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.883,0.0,0.0,0.176,-0.565,0.0,0.0,0.0,0.0,0.659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m39,PAMELA,What's definitive is that I just lost two people in Berlin!,-0.843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m39,ABBOTT,Conklin might've been a nut but he wasn't a mole. You have me his calendar for a couple of days I'll prove he killed Lincoln.  This is supposed to be definitive?,-0.2928571428571428,0.0,0.0,0.89,0.0,0.0,0.0,-0.869,0.0,-0.628,0.0,0.0,0.0,0.0,0.0,0.0,-0.54,-0.849,0.0,0.0,0.61,0.0,0.0,0.0,0.0,-0.884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m39,PAMELA,May I finish?,0.66,0.0,0.0,0.834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m39,ABBOTT,We were throwing money at him. Throwing it at him and asking him to keep it dark.,-0.4455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.204,0.0,0.0,-0.913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m39,PAMELA,Excuse me.,-0.824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m39,ABBOTT,Do you know what his budget was?,0.82,0.0,0.0,0.862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m39,PAMELA,...At the time of his death Conklin was sitting on a personal account in the amount of seven-hundred and sixty thousand dollars.,0.005500000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m39,PAMELA,...this is Conklin's computer.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m39,PAMELA,...Ivan Mevedev -- senior financial manager -- worked for one of the new Russian petroleum companies Pecos Oil. He claimed to know where the money landed. We believe this could have only happened with help from someone inside the Agency... This...,0.44025,0.0,-0.325,0.9088,-0.847,0.0,0.659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.204,0.0,0.0,0.0,0.0,0.914,0.648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m39,PAMELA,I think I do. We had a deal going down in Berlin last week. During the buy both our Field Agent and the seller were killed. We pulled a fingerprint from a timing charge that didn't go off.  They were killed by Jason Bourne.,0.06399999999999996,0.0,0.0,0.9095,0.0,0.0,0.0,0.0,0.0,0.0,0.284,-0.917,0.0,0.0,0.0,0.0,-0.54,-0.9165,0.0,0.0,0.646,0.0,0.0,0.0,0.204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m39,ABBOTT,Dead in a ditch? Drunk in a bar in Mogadishu? Who knows?,-0.653,0.0,-0.887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5934999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m39,PAMELA,And Bourne? Where's he now?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m39,ABBOTT,I've given thirty years and two marriages to this agency. I've shoveled shit on four continents. I'm due to retire next year and believe me I need my pension but if you think I'm gonna sit here and let you dangle me with this you can go to hell. Marshall too.  It had to be done.,-0.11641666666666667,0.0,0.0,0.904,0.0,0.0,0.0,-0.529,0.0,0.0,0.0,0.0,0.0,-0.24,0.243,-0.583,0.0,-0.9684999999999999,0.48,0.914,0.0,0.0,0.0,0.0,0.0,0.0,-0.906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
